Name,Position,Price,Quality,Service,Space,ZAvg_Score
Nem Chua Rán & Đồ Ăn Vặt Tạm Thương - Lò Đúc,9.0,7.0,7.5,9.5,8.0,8.2
Ding Tea - Vũ Trọng Phụng,6.8,6.8,7.0,6.5,6.5,6.7
Lẩu Sawadee,5.5,6.5,6.0,6.0,6.0,6.0
Bún Bò Huế Quân,7.4,6.9,7.8,6.8,6.2,7.0
Peter Cat - Đồ Ăn Nhanh,6.3,7.3,7.0,4.5,4.8,6.0
Kobe Chicken - Gà Rán Mật Ong Online,9.8,10.0,9.8,10.0,9.5,9.8
"Ẩm Thực Nhà Cám - Gà, Lẩu & Sườn - Shop Online",8.6,8.3,8.1,8.4,8.9,8.5
"Hoàng Mai Quán - Gà Rán, Khoai Lắc & Ăn Vặt Các Loại",1.0,1.0,1.0,1.0,1.0,1.0
Boulangerie Bakery,7.5,8.3,9.3,9.2,8.8,8.6
BOWTHAI - Ẩm Thực Thái Lan,7.0,6.3,8.7,9.7,10.0,8.3
Topaz Beer Club - Almaz Vinhomes Riverside,8.0,7.4,8.5,8.8,9.1,8.4
"Genko Chip - Gà Rán, Bánh Gà & Xôi Gà - Đại Cồ Việt",7.4,7.3,6.3,7.3,7.6,7.2
TAK Hotpot & BBQ,7.2,7.3,7.5,6.8,6.8,7.1
Gà Đắp Đất - Khương Hạ,6.6,6.2,6.0,6.2,6.4,6.3
Vua Gà Tươi Mạch Hoạch - Nguyễn Phong Sắc,8.0,7.0,8.0,8.0,7.0,7.6
Tiệm Nước Hoa Giấy,9.0,9.0,9.0,9.0,9.0,9.0
The Coffee House - Hoàng Đạo Thúy,8.0,7.0,8.4,8.4,8.0,8.0
Gà Rán KFC - Trung Hoà,7.2,6.6,6.8,6.5,7.1,6.8
Pizza Hut - Tôn Đức Thắng,7.5,6.6,7.3,7.1,7.3,7.2
Cha Go Tea & Caf'e - Yên Lãng,7.4,7.5,7.8,7.4,7.0,7.4
Gà Rán Tori Go - Trần Quốc Hoàn,7.6,7.1,7.3,7.6,6.9,7.3
"Fruity Fact - Nước Ép Quả Tươi, Nguyên Chất, Sáng Tạo",8.0,7.1,8.0,7.5,6.8,7.5
Gia Trang Quán - Ẩm Thực Đồng Quê,8.0,8.0,9.0,8.0,9.0,8.4
Chủ Động Cà Phê,8.5,8.5,7.0,9.0,7.5,8.1
Minchu Home - Bánh Mì Sốt Vang - Shop Online,7.5,7.5,10.0,7.5,7.0,7.9
Don Chicken - Chicken & Pub - Hàng Bông,7.9,6.6,7.8,7.3,7.8,7.5
VÉLO Cafe,8.3,5.5,6.0,5.8,7.7,6.7
Bún Cá Chấm Nhất Long,8.0,9.5,9.5,9.3,8.0,8.9
Hutong - Hot Pot Paradise - Triệu Việt Vương,8.8,8.7,8.8,8.6,8.8,8.7
The Vuu Cakes - Shop Online,4.8,3.0,3.2,3.5,5.0,3.9
The Vuu Cakes - Shop Online - Xã Đàn,5.0,1.0,1.0,1.0,5.0,2.6
Hương Vị Việt - Gà Rán & Khoai Lang Lắc - 148 Bùi Xương Trạch,8.0,8.0,8.0,7.0,6.0,7.4
Bánh Bao & Bánh Mì Bít Tết - Đinh Liệt,7.7,7.5,7.3,7.1,6.3,7.2
Từ An - Cơm Chay,7.5,8.3,8.7,8.2,9.0,8.3
Furin Coffee,7.8,7.5,6.9,8.1,8.1,7.7
Minh Phương - Nem Nướng Nha Trang,8.1,8.4,8.2,8.3,7.4,8.1
Nhà Bim - Mì Trộn Indomie - Shop Online,9.5,9.7,9.5,9.7,9.3,9.6
Bún Đậu Hương Mơ - 164 Trương Định,8.2,8.1,8.1,8.1,7.7,8.1
MIN - Lẩu Sạch & Chân Cánh Gà,8.3,7.7,7.8,7.9,7.0,7.7
Chè E4 - Cháo Sườn Sụn & Chè Thập Cẩm,5.5,6.5,5.0,7.0,6.0,6.0
Bánh Đùi Gà & Bánh Bao Chiên,5.8,7.8,8.0,6.8,6.0,6.9
MinMax Fresh - Chè Khoai Dẻo Online,8.8,8.8,9.0,8.8,8.8,8.8
Góc Phố Cafe - Trần Quốc Hoàn,9.0,5.0,9.0,9.0,10.0,8.4
Cô Quệ Béo - Bánh Xèo & Bánh Canh,6.6,8.8,8.8,7.0,8.2,7.9
Ngọc Ánh Arc - Thịt Trâu Khô Gác Bếp Điện Biên Online,7.0,7.0,7.5,7.0,7.0,7.1
Xôi Yến - Nguyễn Hữu Huân,7.4,5.9,7.2,6.4,6.2,6.6
Kem Bơ Dừa Bruce Lee - Ô Chợ Dừa,8.0,7.0,6.0,7.0,7.0,7.0
Thanh Vân - Nem Nướng Nha Trang,8.0,8.0,8.0,8.0,7.0,7.8
Balan Bakery,6.5,8.5,7.0,7.0,6.0,7.0
Bhochic HN - Bánh Ngọt & Đồ Hàn Online - Kim Đồng,5.6,5.8,4.6,5.6,5.3,5.4
Tào Phớ & Kem Tràng Tiền - Khu TT Nghĩa Tân,7.0,9.0,7.0,9.0,7.0,7.8
Nhà Hàng Hàn Quốc Nhân Duyên - Nguyễn Thị Định,7.3,7.5,9.8,8.8,8.8,8.4
Trà Sữa Heytea - Đào Tấn,7.1,6.7,6.1,6.3,6.7,6.6
Bánh Đa Trộn Hàng Chĩnh,7.5,7.5,7.6,7.2,6.7,7.3
Tiệm Bánh Cô Bống - Shop Online,9.9,9.8,9.9,9.9,9.9,9.9
"Nhà Sàn 141 - Lẩu, Đồ Nướng & Nhậu",9.3,9.5,9.5,9.4,9.3,9.4
Bánh Mì Cười - Bánh Mì Kẹp Online,7.2,7.1,7.0,7.4,6.5,7.0
Bún Hải Sản & Các Món Xào Hải Sản - Tô Hiến Thành,4.5,4.0,5.5,4.5,4.5,4.6
Anh Hòa French Bakery - Phùng Hưng,6.8,6.1,6.1,5.5,6.3,6.2
Cháo Súp Linh Hoa - Đội Cấn,8.0,8.0,7.0,7.0,5.0,7.0
Trà Sữa Sharetea - Võ Thị Sáu,7.3,6.6,7.1,6.9,7.5,7.1
Phở Đông - Ngọc Khánh,7.0,7.0,7.0,7.0,7.0,7.0
Bếp Lang Liêu,7.5,7.5,7.5,8.0,6.5,7.4
Cường Út - Cháo Lòng Tiết Canh,8.0,7.0,7.0,7.0,7.0,7.2
L'amour Steak - Nam Cao,7.0,8.0,9.0,8.0,7.0,7.8
"Đinh Gia - Cơm, Cháo & Xôi",3.0,3.0,1.0,3.0,3.0,2.6
Le Monde Steak - Aeon Mall Long Biên,10.0,9.0,10.0,9.0,10.0,9.6
Quán Top - Cơm Chiên Hạt Giòn Online,7.7,7.0,7.3,8.7,9.0,7.9
Bún Ốc Sườn Cô Sáu - Tôn Thất Tùng,5.0,5.0,3.0,5.0,5.0,4.6
"Bún Chả, Nem - Thụy Khuê",7.7,6.0,7.0,6.7,7.3,6.9
Thúy An - Xoài Cóc Bao Tử & Đồ Ăn Vặt Online - Quan Nhân,7.0,10.0,10.0,10.0,5.0,8.4
Bếp San San - Cơm Gà & Phở Gà Ta,7.4,7.7,7.1,7.1,7.6,7.4
Panam' Crêperie - Trương Hán Siêu,7.9,7.0,8.0,8.1,8.3,7.8
Using - Bánh Mì Chảo,5.0,10.0,10.0,5.0,5.0,7.0
Sunrise - BBQ & Hotpot,6.4,8.0,8.8,8.2,8.0,7.9
Bếp Mộc - Cơm Tấm Sườn Nướng,5.0,1.0,1.0,1.0,5.0,2.6
Tiêu Dao Quán - Ẩm Thực Đồng Quê,7.3,6.6,7.1,6.6,7.3,7.0
Hoàng Linh - Bún Hải Sản,6.3,6.4,6.5,6.3,6.0,6.3
Trà Chanh Con Cá Siêu To - Giáp Bát,7.4,5.4,6.0,6.3,7.0,6.4
6 Degrees Cafe - Rooftop,8.1,6.6,7.3,7.5,8.7,7.6
Cô Hiền - Bún & Miến Ngan,8.2,9.2,9.4,7.4,6.6,8.2
Highlands Coffee - Sunsquare,8.2,6.9,7.8,8.1,7.9,7.8
Lẩu Sauna - Yên Phụ,5.7,5.2,5.9,5.6,6.0,5.7
Five Star Vietnam - Ngô Quyền,8.0,6.5,4.0,4.5,6.5,5.9
Mì Trộn Indomie - Shop Online,6.5,7.0,6.5,7.5,6.5,6.8
Manwah Taiwanese Hotpot - Hà Nội Centerpoint,8.6,8.3,8.7,8.5,8.9,8.6
Jumy - Mì Tôm Chua Cay & Mì Gà Tần,8.0,8.0,7.0,7.0,5.0,7.0
Xúc Xích Phomai - Shop Online,7.0,7.0,7.0,7.0,7.0,7.0
"Bánh Mì, Xúc Xích & Trứng Ngải Cứu - Phạm Hồng Thái",6.0,5.5,6.0,6.0,6.0,5.9
"Bánh Gối, Bánh Rán & Xúc Xích Thiệu Huê",7.4,7.8,7.6,7.6,7.4,7.6
Manwah Taiwanese Hotpot - Aeon Mall Long Biên,8.5,8.5,8.8,8.5,8.5,8.5
Điệp Béo - Bò & Nầm Nướng Sốt Me,7.0,9.0,9.0,8.0,7.0,8.0
Mộc - Bún Đậu & Bún Giả Cầy,7.3,7.9,7.7,7.2,6.5,7.3
Kim Phượng - Cơm & Các Món Ăn Vặt Online,6.8,6.9,6.6,6.0,6.4,6.6
Trường Food - Thịt Chua Nghị Thịnh Online,10.0,10.0,10.0,10.0,10.0,10.0
Bún Riêu & Bún Cá - Phương Mai,6.0,5.7,5.3,6.3,6.0,5.9
Pizza 4P's - Pizza Kiểu Nhật - Phan Kế Bính,8.2,7.3,8.6,9.0,8.9,8.4
Hoa Quả 88 - Thái Hà,9.3,9.0,10.0,8.8,8.8,9.2
Bún Đậu Mẹt - Đông Thái,7.0,6.8,6.3,7.0,6.5,6.7
Shin Coffee - Lương Thế Vinh,7.1,7.3,6.9,7.2,6.4,7.0
Chè Phố Cổ Tô Hiệu,6.2,6.5,5.9,6.2,6.7,6.3
Nghiền Quán,8.0,8.0,8.0,8.0,8.0,8.0
"Nộm, Nem Cuốn & Bánh Bột Lọc - Chợ Gia Lâm",7.3,8.7,7.3,7.0,7.0,7.5
Tư Lùn - Phở Bò,7.3,7.0,7.0,7.0,6.3,6.9
Tayta - Coffee & Snack Bar,10.0,8.0,10.0,9.0,8.0,9.0
Cháo Lòng & Bún Đậu Mẹt - Duy Tân,8.0,7.0,7.0,7.0,7.0,7.2
Up Coffee,6.9,7.2,7.7,7.4,7.1,7.2
Bún Cá - Nhân Hòa,7.0,8.8,8.8,8.4,7.6,8.1
Bếp Khủng Long - Shop Online,10.0,10.0,10.0,10.0,10.0,10.0
Bún Đậu Mắm Tôm - Nguyễn Văn Trỗi,6.0,10.0,10.0,10.0,6.0,8.4
Minh Ký - Dimsum & Noodles,7.4,7.4,7.4,7.0,6.6,7.2
Quán Ăn Ngon - Hoàng Đạo Thuý,7.6,6.2,7.1,6.8,7.7,7.1
Cơm Chay Thiện Tâm - Tạ Quang Bửu,8.7,8.7,8.5,8.7,7.5,8.4
Soya Garden - Nguyễn Chí Thanh,7.9,7.4,6.9,7.9,7.4,7.5
Trà Sữa Mixue - Trần Quốc Hoàn,7.1,7.4,6.1,6.9,6.9,6.9
Bún Bò Huế & Bún Đậu Mẹt - Vũ Thạnh,6.8,6.4,5.4,5.2,5.4,5.8
Paolo Bakery - Ngõ Văn Chương,6.8,7.0,7.0,6.8,6.8,6.9
Sữa Chua Trân Châu Hạ Long Ngon - Tân Mai,9.3,9.3,7.3,8.7,9.3,8.8
Xả Hận - Lẩu & Nướng Không Khói - Nguyễn Khang,7.2,7.3,6.5,6.5,6.1,6.7
Lương Sơn Quán - Thái Hà,7.8,6.7,7.3,7.3,7.5,7.3
Kichi Kichi Lẩu Băng Chuyền - Dolphin Plaza,8.6,8.8,8.9,9.1,8.9,8.9
Mạnh Cường - Chân Gà & Cánh Gà Nướng,10.0,10.0,10.0,10.0,10.0,10.0
Bún Riêu Phố Cổ - Nghĩa Tân,8.5,8.0,9.5,9.5,7.5,8.6
Bún Chả & Bún Nem - Nguyễn An Ninh,7.4,7.1,6.6,6.6,5.9,6.7
Thuý Mẹt - Nem Chua Rán Tạm Thương - Nguyễn Trãi,9.0,8.0,8.0,9.0,9.0,8.6
Ha Dong Board Game Centre,9.3,9.7,9.3,9.0,10.0,9.5
Cơm Sinh Viên - Ngõ Tự Do,4.0,3.5,4.0,4.0,3.5,3.8
"Grille6 - Salad, Steak & Pasta - Hào Nam",7.4,7.1,7.7,7.7,7.8,7.5
Minh Vũ - Đồ Ăn Hàn Quốc Online,6.9,6.7,6.9,6.3,6.9,6.7
Jollibee - Vincom Center Phạm Ngọc Thạch,7.1,6.9,6.7,6.4,6.8,6.8
Genya Takoyaki - BigC Thăng Long,6.0,5.5,3.0,4.5,4.5,4.7
Time Coffee - Vĩnh Phúc,8.3,5.0,6.0,5.7,7.7,6.5
Quẩy Đùi Gà - Thái Thịnh,7.7,8.3,7.7,7.8,6.8,7.6
The Pizza Company - Royal City,7.7,7.2,7.9,7.7,8.1,7.7
Nộm Bò Khô - Nguyễn Khang,7.3,7.0,6.8,7.3,6.5,7.0
Dark - Korean Food & Drink,8.8,9.1,9.2,9.1,8.8,9.0
Quán Nã - Chuyên Món Nướng,6.3,7.1,6.7,5.8,5.9,6.4
Vườn Bia Phúc Thanh,7.0,7.0,6.0,8.0,8.0,7.2
Bia Hơi Hà Nội Hiếu Béo - Nguyễn Trãi,7.0,6.3,6.7,7.0,7.7,6.9
Tim Ho Wan - Dimsum Hồng Kông - Lotte Hotel Hanoi,8.6,6.9,7.7,7.9,8.5,7.9
Bún Đậu - Thọ Xương,7.8,8.8,8.8,7.8,7.0,8.0
Bún Đậu & Giả Cầy - Vạn Kiếp,7.0,9.0,9.0,10.0,7.0,8.4
Bún Chả & Bún Đậu - Hội Vũ,1.0,1.0,1.0,1.0,1.0,1.0
Bún Đậu Mắm Tôm - Hàng Hành,8.0,6.0,7.6,6.3,6.9,6.9
GoGi House - Nướng Hàn Quốc - Trần Thái Tông,7.6,6.7,6.9,6.3,7.0,6.9
Chè Thủy - Ngõ Tràng Tiền,6.6,6.9,6.5,6.7,6.5,6.6
"Món Ngon Yến Vy - Chè, Sữa Chua & Caramen Online",8.4,7.8,9.6,9.2,7.8,8.6
Tiệm Chè Khúc Bạch - Nam Đồng,2.0,5.0,7.0,9.0,6.0,5.8
King Plus BBQ,8.3,8.0,8.7,9.3,9.3,8.7
Highlands Coffee - Chợ Mơ,7.8,6.5,7.4,6.8,7.7,7.2
Tuấn Liên - Sữa Chua Trân Châu - Bảo Khánh,4.0,4.0,4.0,4.0,5.3,4.3
Bánh Mì Que Pháp - Đặng Tiến Đông,7.5,7.0,7.0,7.8,6.3,7.1
Bánh Mì Que Pháp - Nguyễn Thị Định,6.8,6.3,7.3,6.8,7.0,6.8
Daruma Nguyễn Chí Thanh - Quán Ăn Nhật Bản,8.1,7.7,8.2,8.2,8.2,8.1
Trà Sữa Tocotoco - Thái Hà,7.5,6.9,7.3,7.2,7.2,7.2
Cháo Trai & More,8.0,10.0,10.0,10.0,7.0,9.0
Ding Tea - Trung Kính,7.3,6.7,7.3,7.2,7.4,7.2
Hải Mã - Lẩu Bò Nhúng Dấm,5.9,5.2,6.5,5.2,5.7,5.7
Hải Xệ - Bánh Rán Cao Lâu,7.4,8.6,8.4,7.4,6.6,7.7
Fresh Garden Bakery - Âu Cơ,7.5,6.5,7.5,6.5,6.8,7.0
Koh Yam - Thai Kitchen & Dessert - Bà Triệu,7.7,7.7,6.0,7.0,7.3,7.1
Bia Hơi Hà Nội 19C,7.0,7.0,7.0,7.0,7.0,7.0
Sườn Kingdom,10.0,10.0,10.0,10.0,10.0,10.0
Bếp Mẹ Shin - Súp Cua Online - Nguyễn An Ninh,5.0,5.0,5.0,5.0,5.0,5.0
Cuckoo - Quà Vặt,6.7,6.8,7.0,7.0,6.5,6.8
Lick N Bite - Ngô Thì Nhậm,7.1,6.4,7.6,8.0,7.6,7.4
Hoa Ban Quán,7.0,8.0,9.0,8.0,8.0,8.0
Tuấn Sơn - Cơm Việt Nam,7.7,8.7,9.0,8.7,8.0,8.4
Haochi Dimsum & Tea,9.3,9.3,9.7,9.7,9.2,9.4
BUMTRO - Bún Trộn Nam Bộ - Tân Mai,6.0,6.0,7.0,6.0,6.0,6.2
Vyvy Cookery,8.0,10.0,10.0,10.0,8.0,9.2
Cơm Rang Gà - Vũ Ngọc Phan,6.4,6.6,6.7,6.5,6.1,6.5
ThaiExpress - Vincom Center Nguyễn Chí Thanh,7.1,5.4,6.5,7.2,6.7,6.6
Chim Quay - Nguyễn Công Trứ,6.9,7.0,6.6,6.4,6.0,6.6
San Dul Che - Ẩm Thực Hàn Quốc,6.3,7.0,9.3,8.0,8.0,7.7
Ok Mokchang - Ẩm Thực Hàn Quốc,8.3,9.0,9.0,9.0,9.0,8.9
Hangang - The Garden,9.0,7.0,6.0,8.0,8.0,7.6
Khu Ẩm Thực Food & Joy - The Garden,6.5,6.3,7.8,7.0,7.0,6.9
Seoul Garden - The Garden,7.6,6.4,7.4,7.1,7.3,7.2
Bento Delichi - Cơm Gà Xối Mắm Tỏi & Xối Mỡ - Lý Thường Kiệt,8.9,7.8,9.0,8.8,7.9,8.5
"Làng 79 - Gà Ri, Lẩu Cua Đồng",8.0,9.5,9.5,9.5,8.5,9.0
Thu Hương & Maian Bakers - Phố Huế,7.6,6.9,6.9,6.6,6.9,7.0
Phố Ngon 37 - Lotte Liễu Giai,8.5,8.3,8.3,8.2,8.6,8.4
Bún Chả Que Tre - Giảng Võ,7.1,8.1,8.7,8.3,7.4,7.9
Cháo Ếch Singapore - 312 Thái Hà,7.8,6.9,7.1,7.2,7.2,7.2
Snap Food - Bánh & Thực Phẩm Ăn Uống Lành Mạnh - Tôn Đức Thắng,10.0,7.5,9.0,9.0,9.0,8.9
BUMTRO - Bún Trộn Nam Bộ - Tràng Thi,1.3,1.0,4.0,2.0,1.7,2.0
Bánh Mì Ngon - Nguyễn Quý Đức,8.6,9.3,8.7,8.5,7.7,8.6
Starbucks Coffee - Phạm Ngọc Thạch,8.4,6.6,7.7,7.9,8.2,7.7
Quán Bún Thang,6.9,6.8,7.2,7.3,6.5,6.9
Tamaya Japanese Restaurant - Hai Bà Trưng,7.3,6.0,6.3,6.4,6.9,6.6
Bánh Mì Sài Gòn - Tây Sơn,7.5,9.0,8.5,7.5,7.5,8.0
Bún Bung & Bún Mọc - Hàng Trống,7.6,8.4,7.4,7.3,6.4,7.4
Bún Ngan Hòe Nhai,5.8,5.8,7.0,6.8,5.0,6.1
Lẩu Mẹt Cua Đồng - Phan Bội Châu,7.5,8.2,7.1,6.7,6.1,7.1
Fuji Sakura - Ẩm Thực Nhật Bản - AEON Mall Long Biên,8.3,8.4,8.4,8.1,8.6,8.4
Bamboo Dimsum - AEON Mall Long Biên,7.5,7.9,7.6,7.2,7.1,7.4
Manwah Taiwanese Hotpot - Aeon Mall Hà Đông,9.0,8.4,9.1,9.3,9.0,9.0
Kem Trái Dừa & Thạch Dừa Xiêm - Nguyễn Chí Thanh,7.1,6.3,6.9,6.6,6.0,6.6
Tùng - Bún Bò Huế & Bánh Canh Đắk Lắk,6.0,8.0,8.0,7.0,7.0,7.2
Bún Chả Sinh Từ - Thái Hà,8.5,6.0,8.0,6.0,7.5,7.2
Nâu Cafe,7.0,7.0,7.0,7.0,8.0,7.2
Phở Nhớ 162,7.6,8.4,8.0,7.0,6.8,7.6
Quán Ăn Vặt 24H,7.0,7.0,7.0,7.0,7.0,7.0
New Sphinx Beer Bar,8.0,7.0,9.0,8.6,9.0,8.3
Buffet Lẩu Gia,8.1,8.3,7.8,7.9,7.1,7.8
Hằng Béo - Cơm Gà Online,6.3,6.0,6.0,6.3,6.1,6.1
Don Ju Chon - Nướng Bình Dân Hàn Quốc,6.1,6.2,7.3,7.6,5.9,6.6
Ô Mai Hồng Lam - Thái Thịnh,7.5,7.5,7.8,7.8,7.0,7.5
Komhome - Cơm Niêu Singapore Bản Xứ - Nguyễn Phong Sắc,7.6,5.7,6.4,6.8,6.8,6.7
Kampong Chicken House - Cơm Gà Hải Nam - Đào Tấn,7.5,6.5,7.4,7.3,7.5,7.2
Gà Không Lối Thoát Xuân Bách - Shop Online,9.3,5.3,7.3,7.7,6.7,7.3
Tun Tun - Bún Hải Sản Hoa Quả,7.4,8.3,8.7,8.8,7.3,8.1
McDonald's - Thái Hà,8.0,7.1,7.2,7.1,7.5,7.4
Gemini Coffee - Nguyễn Chí Thanh,7.5,6.5,6.2,6.3,7.2,6.7
Thủy Đức - Cơm & Đồ Hàn Quốc,7.3,7.3,6.9,7.0,6.5,7.0
Manzi - Bar & Cafe,7.6,6.8,6.8,7.2,8.5,7.4
Bánh Xinh - Ẩm Thực Huế,6.3,5.7,7.0,6.0,6.3,6.3
Hàu Nướng & Hải Sản Ông Câu,9.5,9.5,9.5,9.5,9.5,9.5
